"success","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"","advice_choice","html-button-response","426","637849","0.0-135.0-3.0-0.0","24","female","1715","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","427","638658","0.0-135.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","428","639331","0.0-135.0-6.0","24","female","668","Confidence judgment (second response)","","","-1","-1","","","","left","78.5","78.5","50","false","43","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","429","639333","0.0-136.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","2","14","44","258","300","42","left","78.5","false","2212","1","no","left","left","78.5","false","false","668","","","","","",""
"","block_message","html-button-response","430","640933","0.0-137.0","24","female","1596","block message","0","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","431","641264","0.0-138.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","432","641775","0.0-138.0-1.0","24","female","null","[Dot display: left=257, right=300, diff=43]","null","","-1","-1","257","300","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","433","643714","0.0-138.0-2.0","24","female","1935","Confidence judgement (first response)","","","-1","-1","","","","left","75.75","75.75","50","false","44","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","434","645132","0.0-138.0-4.0-0.0","24","female","1415","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","435","645939","0.0-138.0-4.0-1.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","436","646749","0.0-138.0-6.0","24","female","807","Confidence judgment (second response)","","","-1","-1","","","","left","75.75","75.75","50","false","44","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","437","646752","0.0-139.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","0","45","257","300","43","left","75.75","false","1935","2","no","left","left","75.75","false","false","807","","","","","",""
"","attncheck","html-button-response","438","648581","0.0-140.0","24","female","1827","attncheck","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Next","","","",""
"","fixation","html-keyboard-response","439","648834","0.0-141.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","440","649346","0.0-141.0-1.0","24","female","null","[Dot display: left=256, right=300, diff=44]","null","","-1","-1","256","300","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","441","651132","0.0-141.0-2.0","24","female","1783.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","73","50","73","true","44","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","442","652748","0.0-141.0-4.0-0.0","24","female","1612","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","443","653573","0.0-141.0-4.0-1.0","24","female","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","444","655999","0.0-141.0-6.0","24","female","2422.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","98","50","98","true","44","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","445","656003","0.0-142.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","1","46","256","300","44","right","73","true","1783.4000000059605","2","no","right","right","98","true","true","2422.0999999940395","","","","","",""
"","fixation","html-keyboard-response","446","656374","0.0-143.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","447","656885","0.0-143.0-1.0","24","female","null","[Dot display: left=300, right=256, diff=44]","null","","-1","-1","300","256","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","448","663218","0.0-143.0-2.0","24","female","6327.199999988079","Confidence judgement (first response)","","","-1","-1","","","","right","87.5","50","87.5","false","45","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","449","664248","0.0-143.0-3.0-0.0","24","female","1027","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","450","665054","0.0-143.0-3.0-2.0-0.0","24","female","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","451","666515","0.0-143.0-6.0","24","female","1457.699999988079","Confidence judgment (second response)","","","-1","-1","","","","right","87.5","50","87.5","false","46","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","452","666518","0.0-144.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","2","47","300","256","44","right","87.5","false","6327.199999988079","1","no","right","right","87.5","false","false","1457.699999988079","","","","","",""
"","fixation","html-keyboard-response","453","666945","0.0-145.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","454","667470","0.0-145.0-1.0","24","female","null","[Dot display: left=254, right=300, diff=46]","null","","-1","-1","254","300","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","455","668900","0.0-145.0-2.0","24","female","1426.4000000059605","Confidence judgement (first response)","","","-1","-1","","","","right","74","50","74","true","45","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","456","670099","0.0-145.0-4.0-0.0","24","female","1197","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","457","670910","0.0-145.0-4.0-1.0","24","female","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","458","672885","0.0-145.0-6.0","24","female","1971.5","Confidence judgment (second response)","","","-1","-1","","","","left","78","78","50","false","46","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","459","672888","0.0-146.0","24","female","null","consolidated-trial-data","null","","","","","","","","","","","","","","","3","3","48","254","300","46","right","74","true","1426.4000000059605","2","no","left","left","78","false","false","1971.5","","","","","",""
"","block_message","html-button-response","460","674583","0.0-147.0","24","female","1692","block message","0","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","461","674915","0.0-148.0-0.0","24","female","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
